,2020,,,,,,,,,,,,
強制性交等,福井県,0,0,1,2,3,3,3,4,7,7,7,
強制性交等,岐阜県,0,0,1,1,2,3,3,3,3,4,4,
強制性交等,愛知県,8,15,18,21,26,29,38,44,54,64,70,
強制性交等,三重県,2,4,5,6,6,7,9,10,10,12,14,
強制性交等,滋賀県,4,4,5,6,6,8,8,10,12,12,13,
強制性交等,京都府,2,4,6,7,8,12,17,19,21,26,26,
強制性交等,大阪府,14,23,43,54,66,87,102,112,117,131,145,
強制性交等,兵庫県,8,12,18,23,27,33,38,43,49,54,60,
強制性交等,奈良県,2,3,5,7,8,10,12,12,14,18,20,
強制性交等,和歌山県,0,1,1,2,2,3,3,3,3,3,3,
強制性交等,鳥取県,0,0,0,0,0,0,1,1,1,1,3,
強制性交等,島根県,0,0,1,1,1,1,1,1,1,1,1,
強制性交等,岡山県,2,3,4,4,5,7,7,9,9,12,15,
強制性交等,広島県,3,4,9,10,12,13,14,17,20,23,25,
強制性交等,山口県,0,0,0,0,1,3,3,7,8,8,9,
